,House Request,Senate Request,Pre-reduction Amt. (Omni),Final Amount,Budget Request,Description,City/Location,County,State,Bill,Bill Section,Bill Subsection,Project Heading (Defense Bill Only),House Requesting Member(s),House Party,House State,Dist.,Senate Requesting Member(s),Senate Party,Senate State,Presidential Earmarks,Undisclosed,Intended Recipient or Location,Notes,is_pork
4950,,,0,0,0,Franklin Point Park,,,MD,Energy & Water,Corps of Engineers,Continuing Authorities Program; Shore Protection (Section 103),,,,,,Cardin,D,MD,,,,The Senate included this project with an unspecified level of funding in its bill. This project was not funded in the omnibus.,0
4951,100000,,,94000,,"Green Bay, WI Public Safety Video Surveillance",Green Bay,,WI,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Kagen,D,WI,,,,,,,,,0
4952,,2000000,,1600000,,Small Business Infrared Materials Manufacturing-Silicon Alternatives,,,UNK,Defense,RDTE,Army,Night Vision Technology,Biggert,R,IL,,Durbin,D,IL,,,,,0
4953,300000,,292000,286899,,"Sweetwater Education Foundation, Chula Vista, CA, for its Compact for Success program, which may include student scholarships",Chula Vista,,CA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Filner,D,CA,,Feinstein,D,CA,,,,,0
4954,50000,,,47000,,"Freeport Pride Juvenile Diversion Program, Freeport, NY",Freeport,,NY,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,"McCarthy, Carolyn",D,NY,,,,,,,,,0
4955,200000,,200000,197000,,Green Building Technologies for Lakeview Museum (IL),,,IL,Energy & Water,Department of Energy,Congressionally Directed Science projects,,LaHood,R,IL,,,,,,,,,0
4956,,500000,413000,405785,,"Saint Joseph's Hospital, Phoenix, AZ, to purchase and equip a mobile prenatal clinic for the MoMobile program",Phoenix,,AZ,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Pastor,D,AZ,,Kyl,R,AZ,,,,,0
4957,,1000000,,800000,,Single-Mode Optical Connectors for Advanced Air Vehicles,,,UNK,Defense,RDTE,Air Force,Aerospace Vehicle Technologies,Dingell,D,MI,,Levin; Stabenow,D; D,MI; MI,,,,,0
4958,,300000,,211500,,"Talladega County Commission, Talladega, AL, for technological upgrades to the public safety infrastructure",Talladega,Talladega,AL,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,,,,,Shelby,R,AL,,,,,0
4959,,5000000,,3525000,,"Conservation of habitats in Great Bay, NH, Great Bay Partnership",Great Bay,,NH,"Commerce, Justice & Science",Department of Commerce,NOAA; Procurement,,Shea-Porter,D,NH,,Gregg,R,NH,,,,,0
4960,500000,,,470000,,"Fremont, CA Interoperable Public Safety Communications System",Fremont,,CA,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Stark,D,CA,,,,,,,,,0
4961,350000,,316000,310479,,"Friends of the Congressional Glaucoma Caucus Foundation, Lake Success, NY to provide glaucoma screenings and follow-up in the Virgin Islands",Lake Success,,NY,Labor-HHS-Education,Department of Health and Human Services,Centers for Disease Control and Prevention ,,Christensen,D,USVI,,,,,,,,,0
4962,500000,,0,0,,"Green Maintenance Building, North Bergen, NJ (NJ)",,,NJ,Energy & Water,Department of Energy,Energy Efficiency and Renewable Energy,,Rothman; Sires,D; D,NJ; NJ,,,,,,,,"At the last minute, Rothman withdrew his support of this project because of an ongoing criminal investigation of North Bergen.",0
4963,,1743000,1639000,1639000,,Skiatook Lake,,,OK,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Inhofe,R,OK,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
4964,600000,2000000,,1600000,,Clustered Millimeter Wave Imaging Sensors,Newark,,DE,Defense,RDTE,Navy,Power Projection Applied Research,Castle,R,DE,,Biden; Carper,D; D,DE; DE,,,University of Delaware,,0
4965,1000000,,,940000,,"Franklin Park, IL Law Enforcement Strategic Technology Program",Franklin Park,,IL,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Emanuel,D,IL,,,,,,,,,0
4966,,1350000,1350000,1329000,,Green Mountain National Forest,,,VT,Interior,Forest Service,Land Acquisition,,,,,,Leahy,D,VT,,,,,0
4967,200000,150000,165000,162000,0,Swope Park Industrial Area,Kansas City,,MO,Energy & Water,Corps of Engineers,General Investigations,,Cleaver,D,MO,,Bond,R,MO,,,,,0
4968,1500000,,,1200000,,Technical Order Optimization,Reston,,VA,Defense,RDTE,Air Force,Global Combat Support System,Visclosky,D,IN,1,,,,,,Parametric Technology Corporation (PTC),,0
4969,,250000,,470000,,"Central Piedmont Community College, high-tech crime scene investigation training",Charlotte,,NC,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Hayes; Myrick; Watt,R; R; D,NC; NC; NC,,Burr,R,NC,,,,,0
4970,496677,,497000,494000,,"Chronic Diseases of Children, Houston, TX",Houston ,,TX,Ag-Rural Development-FDA,Agriculture,Agricultural Research Service; Salaries and Expenses,,"Bishop, Sanford; Culberson; Kingston",D; R; R,GA; TX; GA,,Chambliss; Hutchison; Isakson,R; R; R,GA; TX; GA,,,,,0
4971,150000,,146000,143449,,"Clover Park Technical College, Lakewood, WA for an institute for environmental sustainability in the workforce",Lakewood,,WA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,"Smith, Adam",D,WA,,,,,,,,,0
4972,840000,,840000,827000,,Green Energy Xchange (NC),,,NC,Energy & Water,Department of Energy,Congressionally Directed Science projects,,Shuler,D,NC,,,,,,,,,0
4973,500000,6000000,4450000,4361000,,Tennessee DOT Bus and Bus Facilities Replacement,,,TN,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,Cohen; Cooper; Duncan; Gordon; Tanner,D; D; R; D; D,TN; TN; TN; TN; TN,,Alexander,R,TN,,,,,0
4974,2000000,2500000,,2000000,,FlexTrain exportable Combat Training Capability,Greenville; Little Falls; Austin,,KY; MN; TX,Defense,Other Procurement,Army,"Training Devices, Nonsystem",Oberstar; Ortiz; Whitfield,D; D; R,MN; TX; KY,,Lott,R,MS,,,Minnesota National Guard; Texas National Guard; Kentucky National Guard ,,0
4975,200000,,200000,196000,,Greater Southeast District Transit Facility,,,TX,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,Jackson Lee,D,TX,,,,,,,,,0
4976,200000,,195000,191593,,"Healthy Learners Dillon, Columbia, SC for social services for economically disadvantaged children",Columbia,,SC,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,Spratt,D,SC,,,,,,,,,0
4977,,1685000,1584000,1584000,,Mermentau River,,,LA,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Landrieu,D,LA,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
4978,,400000,,428351,,Technology Entrepreneurship Development at the Kansas Technology Enterprise Corporation,Topeka,,KS,Financial Services,Small Business Administration,Salaries and Expenses,,,,,,Brownback,R,KS,,,,,0
4979,,,124000,123000,,East Fork of the Grand,,,MO,Ag-Rural Development-FDA,Conservation Programs,Natural Resources Conservation Service; Watershed and Flood Prevention Operations,,,,,,Bond,R,MO,,,,,0
4980,600000,,600000,590000,,"Green Visitor Center, Brooklyn Botanic Garden (NY)",,,NY,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,Clarke,D,NY,,Clinton; Schumer,D; D,NY; NY,,,,,0
4981,,750000,562500,551250,,Heart of America Bicycle/Pedestrian Bridge,,,MO,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,,,,,Bond,R,MO,,,,,0
4982,500000,,,470000,,Tennessee Meth Task Force,,,TN,"Commerce, Justice & Science",Department of Justice,COPS; Meth,,Cooper; Duncan; Gordon; Wamp,D; R; D; R,TN; TN; TN; TN,,Alexander,R,TN,,,,,0
4983,2079000,1200000,1559000,1548000,,"Viticulture Consortium, CA, NY, PA",,,CA; NY; PA,Ag-Rural Development-FDA,Agriculture,CSREES; Special Research Grants,,"Arcuri; Farr; Hinchey; Thompson, Mike; Walsh",D; D; D; D; R,NY; CA; NY; CA; NY,,Boxer; Clinton; Feinstein; Schumer; Specter,D; D; D; D; R,CA; NY; CA; NY; PA,,,,,0
4984,,500000,350000,343000,0,"City of Atchinson, KS, Pedestrian Mall Redevelopment",Atchinson,,KS,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Roberts,R,KS,,,,,0
4985,1500000,1500000,1500000,1476000,0,Greenbrier River Basin,Marlington,,WV,Energy & Water,Corps of Engineers,"Construction, General",,Rahall,D,WV,,Byrd,D,WV,,,,,0
4986,,3000000,,3000000,,Multi-Target Tracking Optical Sensor-Array Tracking,,,UNK,Defense,RDTE,Defense Wide,Ballistic Missile Defense Technology,,,,,Akaka,D,HI,,,,,0
4987,,935000,879000,879000,,Pensacola Harbor,,,FL,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
4988,,22264000,21151000,21151000,,Tennessee River,,,TN,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Shelby,R,AL,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
4989,260000,,487000,478492,,"California State University, San Bernardino, CA for a leadership training program for urban youth",San Bernardino,,CA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Baca,D,CA,,,,,,,,,0
4990,50000,,,47000,,"Greenburgh, NY drug Court Program",Greenburgh,,NY,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,Lowey,D,NY,18,Schumer,D,NY,,,,,0
4991,,1500000,,1500000,,Multi-scale modeling impact resistant materials for body armor,,,UNK,Defense,RDTE,Army,Materials Technology,,,,,Durbin; Obama,D; D,IL; IL,,,,,0
4992,140000,,105000,104000,,"Perennial Wheat, WA",,,WA,Ag-Rural Development-FDA,Agriculture,CSREES; Special Research Grants,,Dicks; Larsen,D; D,WA; WA,,Cantwell; Murray,D; D,WA; WA,,,,,0
4993,,250000,195000,191593,,"Tennessee State University, Nashville, TN, for construction, renovation, and equipment of an animal research facility for biomedical research",Nashville,,TN,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Cooper,D,TN,,Alexander,R,TN,,,,,0
4994,1555357,,1555000,1544000,,"Greenhouse and Hydroponics Research, Wooster, OH",Wooster,,OH,Ag-Rural Development-FDA,Agriculture,Agricultural Research Service; Salaries and Expenses,,Kaptur,D,OH,,Brown,D,OH,,,,,0
4995,50000,,,47000,,"Pitt County, NC Gang Prevention Program",,Pitt,NC,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,Butterfield,D,NC,,,,,,,,,0
4996,1000000,,,1000000,,Software Assurance Education and Research Institute - University of Detroit Mercy ,Detroit,,MI,Defense,RDTE,Defense Wide,Information Systems Security Program,Conyers; Kilpatrick,D; D,MI; MI,,Levin; Stabenow,D; D,MI; MI,,,University of Detroit-Mercy,,0
4997,18000000,18000000,12000000,11808000,18000000,"Success Dam, Tule River (Dam Safety)",,,CA,Energy & Water,Corps of Engineers,"Construction, General",,Nunes,R,CA,,Boxer; Feinstein,D; D,CA; CA,President and Member(s),,,,0
4998,,350000,,282000,,"Tennessee Statewide Methamphetamine Task Force, Chattanooga, TN, for anti-methamphetamine initiatives",Chattanooga,,TN,"Commerce, Justice & Science",Department of Justice,COPS; Meth,,Cooper; Duncan; Gordon; Wamp,D; R; D; R,TN; TN; TN; TN,,Alexander,R,TN,,,,,0
4999,1000000,,500000,492000,0,"Greenup Locks And Dam, KY & OH",,,KY; OH,Energy & Water,Corps of Engineers,General Investigations,,"Davis, Geoff; Wilson, Charlie",R; D,KY; OH,,Landrieu,D,LA,,,,,0
5000,,300000,,267900,,"Pittsburgh Engineering Initiatives, further development of regenerative treatments for astronauts",Pittsburgh,,PA,"Commerce, Justice & Science",Science,NASA,,,,,,Casey,D,PA,,,,,0
5001,,200000,144000,143000,,"Soil Surveys, RI",,,RI,Ag-Rural Development-FDA,Conservation Programs,Natural Resources Conservation Service; Conservation Operations,,,,,,Reed,D,RI,,,NRCS Rhode Island,,0
5002,,,,9280000,,Submarine Learning Center ,New London Submarine Base,,CT,Military Construction,Military Construction Project Listing,Navy,,Courtney,D,CT,2,,,,,,,,0
5003,100000,,,423000,,Tennessee Technological University Methamphetamine Task Force,,,TN,"Commerce, Justice & Science",Department of Justice,COPS; Meth,,Gordon,D,TN,,,,,,,,,0
5004,250000,,390000,383187,,"California State University-Fullerton, Fullerton, CA for programs aimed at preventing obesity and promoting health in children",Fullerton,,CA,Labor-HHS-Education,Department of Health and Human Services,Centers for Disease Control and Prevention ,,"Sanchez, Loretta",D,CA,,Boxer,D,CA,,,,,0
5005,,3000000,,2400000,,Gun Propellant Demilitarization ,,,UNK,Defense,RDTE,Army,"Munitions Standardization, Effectiveness and Safety ",,,,,Coleman; Klobuchar,R; D,MN; MN,,,,,0
5006,100000,,97000,95305,,"Polk County Public Schools, Bartow, FL for purchase of assistive technologies",Barlow,,FL,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Putnam,R,FL,,,,,,,,,0
5007,,500000,0,0,10000,Snagging and Clearing (Section 208),,,UNK,Energy & Water,Corps of Engineers,Snagging and Clearing (Section 208),,,,,,,,,President-Solo,,,,0
5008,231000,,,282000,,"California State University, Pasadena Biotech Training Facility",Pasadena,,CA,Financial Services,Small Business Administration,,,Schiff,D,CA,29,,,,,,,,0
5009,,1000000,1000000,984000,0,Gulf of Mexico Hydrates Research Consortium at the University of Mississippi,,,MS,Energy & Water,Department of Energy,Congressionally Directed Fossil Energy Research & Development Projects,,,,,,Cochran,R,MS,,,,,0
5010,1353000,1353000,1353000,1332000,1353000,Mammoth Cave National Park,,,KY,Interior,National Park Service,Construction,,,,,,,,,President-Solo,,,,0
5011,3985000,3985000,3985000,3921000,3985000,Solano Project,,,CA,Energy & Water,Bureau of Reclamation,Water and Related Resources,,,,,,,,,President-Solo,,,,0
5012,2000000,,,1600000,,Technology Collaboration for Aerospace Engineering Programs,Houston ,,TX,Defense,RDTE,Navy,Aviation Survivability,Lampson,D,TX,,,,,,,NASA Johnson Space Center ,,0
5013,200000,,195000,191593,,"California State University, Bakersfield, CA for nurse training programs, including purchase of equipment",Bakersfield,,CA,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,"McCarthy, Kevin",R,CA,,,,,,,,,0
5014,8000000,7000000,8000000,7872000,0,Comite River Diversion Canal,,,LA,Energy & Water,Corps of Engineers,"Construction, General",,Baker; Jindal,R; R,LA,,Landrieu; Vitter,D; R,LA; LA,,,,,0
5015,,1500000,1500000,1470000,,Greenville Street Revitalization,,,MS,Transportation and Housing & Urban Development,Transportation,FHWA; Delta Regional Transportation Development Program,,,,,,Cochran,R,MS,,,,,0
5016,2000000,,,1600000,,SOCOM Imagery Dissemination System,St Petersburg ,,FL,Defense,RDTE,Defense Wide,Special Operations Tactical Systems Development,"Young, Bill",R,FL,,,,,,,ITAC,,0
5017,,2000000,1865000,1865000,,Tennessee-Tombigbee Waterway Wildlife Mitigation,,,AL,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Cochran; Shelby,R; R,MS; AL,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
5018,,5093000,,5093000,5093000,Hainerber Elementary School/ Weis Middle School Addition,Weisbaden,,INT,Military Construction,Military Construction Project Listing,Defense-Wide,,,,,,,,,President-Solo,,,Germany,0
5019,300000,,300000,294000,,Houston Zoo for development of an educational broadcast program,Houston,,TX,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Culberson; McCaul,R; R,TX; TX,,,,,,,,,0
5020,,3000000,,1880000,,"Office of Law Enforcement Standards - National Institute of Standard and Technology to continue supporting the ballistic and stab-resistant material compliance testing programs, as well as for other technical support related to public safety weapons and protective systems.",Gaithersburg,,MD,"Commerce, Justice & Science",Department of Justice,COPS; Bullet Proof Vests,,,,,,,,,,Undisclosed,,,0
5021,,5700000,,4560000,,Smart-Bomb Rack Unit (S-BRU) Upgrade,,,UNK,Defense,RDTE,Air Force,B-1B,,,,,Durbin; Thune,D; R,IL; SD,,,,,0
5022,2000000,,,1600000,,Technology Commercialization and Management Network,San Bernardino,,CA,Defense,RDTE,Army,Defense Research Sciences,"Lewis, Jerry",R,CA,41,,,,,,CSUSB,,0
5023,250000,,,235000,,"Hampton, VA Police Department",Hampton,,VA,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Drake,R,VA,,Warner; Webb,R; D,VA; VA,,,,,0
5024,700000,,,1598000,,"Monroe County, NY Drug Analysis Module",,Monroe,NY,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,Walsh,R,NY,25,,,,,,,,0
5025,1000000,,1000000,980000,,"Oakland County International Airport, improvements and noise mitigation programs",,Oakland,MI,Transportation and Housing & Urban Development,Transportation,FAA; Airport Improvement Program,,Knollenberg,R,MI,,Levin; Stabenow,D; D,MI; MI,,,,,0
5026,2000000,,,1600000,,SmartLink Planar Scanner Antenna Modernization,Camarillo,,CA,Defense,RDTE,Navy,SC-21 Total Ship System Engineering,Sherman,D,CA,,,,,,,Malibu Research ,,0
